location,cause,year,val
Niue,Cardiovascular diseases,2002,485.12392449213553
Niue,Chronic respiratory diseases,2002,90.07766980459458
Saint Kitts and Nevis,Neurological disorders,2001,27.5301647838349
Togo,Transport injuries,2002,24.4311267268063
Togo,Diabetes,2002,22.442465278040004
Kyrgyzstan,Neoplasms,2003,67.13777982182252
Germany,Cardiovascular diseases,2001,423.05193313562256
Tokelau,Neurological disorders,2001,31.417611765838032
Belize,Unintentional injuries,1999,27.221998667188448
Ireland,Cardiovascular diseases,2003,262.69988065629616
Benin,Tropical diseases,2000,121.60010921974448
Benin,Cardiovascular diseases,2000,109.63201759526976
Solomon Islands,Other non-communicable diseases,1999,23.262570824811636
Solomon Islands,STD,1999,20.99064459612328
Solomon Islands,Respiratory infections,1999,135.51831878767734
Solomon Islands,Enteric infections,1999,69.58077694965732
Gambia,Neoplasms,2001,38.09290008677689
Ireland,Neurological disorders,2003,35.459642117894454
Central African Republic,Cardiovascular diseases,2002,135.9024117808508
Botswana,Transport injuries,2001,32.21290271107464
Russian Federation,Transport injuries,2001,30.34201143516125
Jordan,Cardiovascular diseases,2001,123.244920836909
Bahamas,Cardiovascular diseases,2000,175.20978905705115
Saint Lucia,Chronic respiratory diseases,2003,24.916726949834263
Myanmar,Neoplasms,2001,85.34199831447711
Barbados,Cardiovascular diseases,2002,280.51328513768567
Jamaica,STD,2000,26.79314310406989
Jamaica,Respiratory infections,2000,20.684916971840305
China,Chronic respiratory diseases,2003,99.05037398608648
Papua New Guinea,Neoplasms,2000,49.14706536282058
Pakistan,Neoplasms,2000,74.73540426317962
Zimbabwe,Other infectious diseases,2002,20.65589212810466
Zimbabwe,Postpartum disorders,2002,71.04925628510698
Zimbabwe,Diabetes,2002,32.3179243209547
Mozambique,Tropical diseases,2002,171.78533514685245
Georgia,Neoplasms,2001,139.19145231383305
Botswana,Diabetes,2001,56.63644994507058
Cameroon,Cardiovascular diseases,2002,103.9586434556674
Cameroon,Neoplasms,1999,45.96408151532758
Madagascar,Neoplasms,2000,42.35751159504044
Iran (Islamic Republic of),Cardiovascular diseases,1998,171.3130942279675
United States of America,Respiratory infections,2000,27.98419574782387
United States of America,Diabetes,2000,44.69951939906064
China,Transport injuries,2003,24.76361860740272
China,Unintentional injuries,2003,24.008180476391853
Equatorial Guinea,Other infectious diseases,2001,57.82662597788638
Equatorial Guinea,Postpartum disorders,2001,110.1477471076725
Norway,Digestive diseases,2002,32.10028486768544
Namibia,Transport injuries,1995,24.70413688014336
Namibia,Unintentional injuries,1995,22.101369049493204
Afghanistan,Other non-communicable diseases,2001,103.32158189485818
Afghanistan,Respiratory infections,2001,185.34487253272425
Afghanistan,Enteric infections,2001,60.0141226642541
Eritrea,Other non-communicable diseases,2003,25.097427360497655
Eritrea,STD,2003,85.29963896590094
Eritrea,Respiratory infections,2003,207.91088360851649
Eritrea,Enteric infections,2003,114.25663284052928
Serbia,Homicides & suicides,2000,35.98032692346941
Nauru,Cardiovascular diseases,2000,262.8190043410139
Ethiopia,Other non-communicable diseases,1995,44.12105315429992
Ethiopia,STD,1995,125.182644575014
Ethiopia,Respiratory infections,1995,318.33738610938195
Ethiopia,Enteric infections,1995,203.1479074457324
Israel,Diabetes,1995,44.71689238711133
Germany,Digestive diseases,2001,51.995821371516186
Kyrgyzstan,Neurological disorders,2003,20.416729436572748
Mali,Cardiovascular diseases,2003,105.28734533702608
Cameroon,Other non-communicable diseases,2002,34.67099544668944
Cameroon,Transport injuries,2002,29.06837036754645
Niger,Tropical diseases,2000,179.71904964302706
Norway,Neurological disorders,2002,61.5848867854667
Guyana,Neoplasms,2001,76.47863379628994
Namibia,STD,2003,559.4617022596047
Namibia,Respiratory infections,2003,159.66715459103597
Namibia,Enteric infections,2003,51.97887900776278
Namibia,Postpartum disorders,2003,58.87062330705012
Zambia,Cardiovascular diseases,1998,106.22950713861682
Ecuador,Cardiovascular diseases,2002,99.82570235350823
Belgium,Chronic respiratory diseases,2002,68.84898710783813
Uganda,Neoplasms,2001,49.28173485752137
Denmark,Cardiovascular diseases,2001,387.690798035178
Kenya,STD,2000,420.73131026289946
United Arab Emirates,Cardiovascular diseases,2001,78.96549481706603
Belarus,Transport injuries,1999,25.307582134151424
Belarus,Unintentional injuries,1999,69.69585700132386
Democratic Republic of the Congo,STD,1999,109.72181493141456
Democratic Republic of the Congo,Respiratory infections,1999,229.3815358206936
Sweden,Digestive diseases,2001,34.389271685899594
Nigeria,Other non-communicable diseases,2002,48.714981597353535
Costa Rica,Cardiovascular diseases,1998,112.98910772235337
Kazakhstan,Digestive diseases,2003,50.29012761244365
Belarus,Digestive diseases,2002,40.03348121862372
Uganda,Nutritional deficiencies,2001,28.16449089421809
Republic of Korea,Digestive diseases,2003,33.731803664309645
Sierra Leone,Other non-communicable diseases,2002,70.44008682964116
Central African Republic,Nutritional deficiencies,2002,35.31254455563844
Germany,Respiratory infections,2001,22.526946569607595
Philippines,Diabetes,2001,35.6107797778619
Belarus,Chronic respiratory diseases,2002,53.15192466290084
Qatar,Cardiovascular diseases,2000,86.34757436289453
Afghanistan,Other infectious diseases,2001,180.14795630858595
Afghanistan,Postpartum disorders,2001,136.6594879877254
Afghanistan,Diabetes,2001,34.3551698576543
Eritrea,Other infectious diseases,2003,56.66091082931732
Eritrea,Postpartum disorders,2003,95.5372465892362
Eritrea,Diabetes,2003,23.07517932621528
Mozambique,Digestive diseases,2002,24.73336510538444
Mozambique,Unintentional injuries,2002,24.881053511213956
Maldives,Cardiovascular diseases,2002,124.0826951204298
Kyrgyzstan,Homicides & suicides,2003,20.95765080216575
Niger,Cardiovascular diseases,2000,82.49026860495172
Mali,Other non-communicable diseases,2003,53.509701992402064
Mali,Enteric infections,2003,208.47708625575052
Cameroon,Other infectious diseases,2002,52.909497254272445
Cameroon,Postpartum disorders,2002,106.39787403729372
Cameroon,Diabetes,2002,35.891975859478144
Niue,Transport injuries,2002,22.077428175464267
Honduras,Homicides & suicides,2001,44.419267714544254
Denmark,Chronic respiratory diseases,2001,78.95926645771999
Egypt,Neoplasms,2001,47.48877737696639
Uruguay,Other non-communicable diseases,2001,20.82018625305166
Canada,Neoplasms,2003,214.63159572169695
Lesotho,Neoplasms,2001,79.5254099781269
Guyana,Homicides & suicides,2001,52.03581574406609
Turkmenistan,Cardiovascular diseases,2000,311.6953195703429
India,Homicides & suicides,2003,21.44068695262678
Iran (Islamic Republic of),Other non-communicable diseases,1998,29.066156304440536
Central African Republic,Other non-communicable diseases,2002,46.00308612176589
Central African Republic,STD,2002,352.658761890766
Central African Republic,Respiratory infections,2002,360.5018292253848
Central African Republic,Enteric infections,2002,206.22160440964777
Equatorial Guinea,Diabetes,2001,23.212413159802665
Brunei Darussalam,Cardiovascular diseases,2001,96.00335530318364
American Samoa,Unintentional injuries,2001,23.411597910073912
Bangladesh,Neoplasms,2001,45.116431096592976
Ethiopia,Neoplasms,2003,40.320654225881725
Germany,Neurological disorders,2001,58.20521252375557
Cabo Verde,Neoplasms,2002,86.04785365349022
Tuvalu,Chronic respiratory diseases,2001,87.03972101223479
Vanuatu,Enteric infections,2001,34.26898470894105
Bolivia (Plurinational State of),Digestive diseases,1999,48.125579254881245
Bolivia (Plurinational State of),Unintentional injuries,1999,40.47275284649158
Belarus,Homicides & suicides,2002,59.36154885226835
Jordan,Other non-communicable diseases,2001,27.692324665202165
Sweden,Neurological disorders,2001,70.31930798521712
Namibia,Homicides & suicides,2000,42.01884924289042
Côte d'Ivoire,Other non-communicable diseases,1998,39.84143412684093
Samoa,Cardiovascular diseases,2002,241.78232018188763
Republic of Moldova,Digestive diseases,2002,106.8629041249723
South Sudan,Cardiovascular diseases,2000,79.65230400299053
Qatar,Diabetes,2000,28.437231640811945
Comoros,Other non-communicable diseases,2001,25.931382968619108
Niue,Diabetes,2002,196.94351249603287
Guinea,Digestive diseases,2001,44.47300929810067
Central African Republic,Other infectious diseases,2002,108.9507076071686
Central African Republic,Postpartum disorders,2002,159.77309621414625
Central African Republic,Diabetes,2002,32.87309195118392
Tuvalu,Transport injuries,2001,27.67775196673949
Tuvalu,Unintentional injuries,2001,27.91390605762907
Uruguay,Respiratory infections,2001,41.14596867712012
Senegal,Unintentional injuries,1999,23.998235116273783
Jamaica,STD,2003,22.27526573211365
Jamaica,Postpartum disorders,2003,24.335124418101024
Bosnia and Herzegovina,Chronic respiratory diseases,1999,28.02767457486852
Uganda,Digestive diseases,2001,28.00597878250606
Angola,Transport injuries,2000,57.06399329684134
Slovakia,Respiratory infections,2000,34.62019755373838
El Salvador,Cardiovascular diseases,2001,113.2103215434892
Andorra,Digestive diseases,2000,24.44064587364997
Micronesia (Federated States of),Transport injuries,1999,24.0869165401436
Micronesia (Federated States of),Postpartum disorders,1999,34.40930468581637
Micronesia (Federated States of),Diabetes,1999,89.91739863649279
Dominica,Chronic respiratory diseases,2001,28.590179549461293
Fiji,Neoplasms,2003,59.54837925270829
Palestine,Cardiovascular diseases,2000,146.42030454876453
Central African Republic,Digestive diseases,2002,45.19479796317428
Belarus,Transport injuries,2002,24.594816916419635
Belarus,Unintentional injuries,2002,68.66094643154145
Romania,Digestive diseases,2003,71.46790635842957
Romania,Neurological disorders,2003,31.496662095448777
Venezuela (Bolivarian Republic of),Diabetes,2000,36.20960220825215
Samoa,Digestive diseases,2002,26.830915706852245
Suriname,STD,2000,34.24904639613325
Germany,Diabetes,2001,42.43232721217517
Belgium,Unintentional injuries,1999,27.06851156015576
Libya,Cardiovascular diseases,2003,132.50014074229966
Uruguay,Respiratory infections,2003,43.39141770763543
Eswatini,Homicides & suicides,2000,36.19927603263536
Montenegro,Neoplasms,2001,201.7413926762196
Mozambique,Tropical diseases,2000,180.4534981091925
Denmark,Unintentional injuries,2001,30.91383181086076
Mauritius,Diabetes,2002,90.70943318240964
Mauritius,Cardiovascular diseases,1999,298.3779340933769
Namibia,Homicides & suicides,2003,36.67499136801512
Montenegro,Cardiovascular diseases,2001,494.6885588206937
Burkina Faso,Other infectious diseases,2002,78.85603821839234
Burkina Faso,Postpartum disorders,2002,110.74534137564712
Bulgaria,Digestive diseases,2002,49.57541940914295
Bulgaria,Unintentional injuries,2002,26.50767874525806
Democratic People's Republic of Korea,Respiratory infections,2001,50.23410053576377
Democratic People's Republic of Korea,Postpartum disorders,2001,35.88347660419636
Slovakia,Cardiovascular diseases,2000,512.8846576691805
Republic of Korea,Neurological disorders,2003,20.567580329618497
Serbia,Neoplasms,2003,262.00908658584234
Serbia,Neurological disorders,2003,29.4556168482155
Ireland,Diabetes,2003,22.320568959652675
Sri Lanka,Neoplasms,2001,64.43949053886827
Barbados,Skin and subcutaneous diseases,2002,25.576797176741515
Afghanistan,Digestive diseases,2001,31.013068256356263
Sierra Leone,STD,2002,51.164664649270335
Sierra Leone,Respiratory infections,2002,249.41655215903128
Sierra Leone,Enteric infections,2002,151.95209180586647
Sierra Leone,Other infectious diseases,2002,109.39183096600848
Sierra Leone,Postpartum disorders,2002,188.7923850113912
Sierra Leone,Diabetes,2002,27.770423072414577
Saudi Arabia,Neoplasms,2000,33.58064275201519
Malawi,Nutritional deficiencies,2000,41.76984019232378
Rwanda,Cardiovascular diseases,2002,97.57009782104475
Mexico,Chronic respiratory diseases,2001,21.384619361258565
Morocco,Chronic respiratory diseases,2003,21.62250587874312
Republic of Moldova,Neurological disorders,2002,25.742945893570507
Lao People's Democratic Republic,Cardiovascular diseases,2002,180.12292137018957
Viet Nam,Respiratory infections,1996,62.118923242427
Solomon Islands,Other infectious diseases,1999,23.165386732750648
Solomon Islands,Postpartum disorders,1999,51.01675488317188
Burundi,STD,2001,261.7450496110399
Brunei Darussalam,Chronic respiratory diseases,2001,21.603494282430844
Comoros,Transport injuries,2001,20.715005151231757
Comoros,Other infectious diseases,2001,58.41192549781227
Comoros,Postpartum disorders,2001,132.37020998007233
Comoros,Diabetes,2001,33.52605850592667
Oman,Neoplasms,2002,34.173951025221825
Zimbabwe,Tropical diseases,2000,46.28021506577123
Montenegro,Neurological disorders,2001,29.190788099895407
Namibia,Diabetes,2003,53.90560615632949
Italy,Neoplasms,1995,284.04502440125
Ethiopia,Other infectious diseases,1995,186.4973616272287
Ethiopia,Postpartum disorders,1995,191.24579511035705
Kenya,Nutritional deficiencies,1995,24.62322958695432
Nepal,Chronic respiratory diseases,2003,94.58690095071988
Benin,Transport injuries,2000,23.187492212579183
Benin,Unintentional injuries,2000,29.698209159610933
Marshall Islands,Cardiovascular diseases,2000,193.6271341220968
Cook Islands,Cardiovascular diseases,2003,225.1926688261845
Democratic Republic of the Congo,Enteric infections,1999,156.2024194380878
Democratic Republic of the Congo,Other infectious diseases,1999,86.8494572945497
Democratic Republic of the Congo,Postpartum disorders,1999,108.619455512847
Equatorial Guinea,Nutritional deficiencies,1999,21.336212853124888
Chad,Digestive diseases,2001,41.279047040579165
United Arab Emirates,Diabetes,2001,21.905276115154745
Vanuatu,Postpartum disorders,2001,47.1417302140903
Vanuatu,Diabetes,2001,39.15402580467091
Andorra,Cardiovascular diseases,2002,160.7934369071858
Andorra,Chronic respiratory diseases,2002,38.70175584335124
Dominica,Transport injuries,2001,20.59324220684852
Dominica,Unintentional injuries,2001,25.23908841074032
Russian Federation,Substance use disorders,2001,42.09456339432505
Jamaica,Postpartum disorders,2000,28.4110955955142
Jamaica,Diabetes,2000,101.14103135176096
Uzbekistan,Digestive diseases,2002,44.69782927328881
Turkmenistan,Unintentional injuries,2000,26.82953229698098
China,Digestive diseases,2001,23.255789130344738
Marshall Islands,Chronic respiratory diseases,2000,44.1451366548112
Cambodia,Cardiovascular diseases,2002,140.48582455633706
Cambodia,Other non-communicable diseases,2002,28.649933446871493
Malawi,Neoplasms,2002,61.43680543120198
Papua New Guinea,Neoplasms,1999,49.31902739067777
South Africa,Cardiovascular diseases,2000,172.76769410302245
Uganda,STD,2001,381.6483610375684
Uganda,Respiratory infections,2001,161.18716546571912
Zambia,Nutritional deficiencies,2001,33.657621479379394
Yemen,Neoplasms,2001,33.017127058834504
Monaco,Cardiovascular diseases,2000,539.6416715451173
Nigeria,Diabetes,2002,24.191560073733807
Cambodia,STD,2002,58.86461532740032
Cambodia,Respiratory infections,2002,210.2285763920696
Cambodia,Enteric infections,2002,36.50959689303568
Cambodia,Other infectious diseases,2002,24.70567288397333
Portugal,Neoplasms,1999,242.63462154834625
Portugal,Neurological disorders,1999,37.751885977035776
India,Cardiovascular diseases,2003,146.8722708962383
Kazakhstan,Homicides & suicides,2003,59.59516346317867
Belgium,Unintentional injuries,2002,30.15384165012783
Mali,Homicides & suicides,2003,25.58826287862988
Republic of Korea,Homicides & suicides,2003,27.10568876728563
Jamaica,Diabetes,2003,88.1606979334926
South Africa,Chronic respiratory diseases,2000,46.81977253804765
Afghanistan,Homicides & suicides,2001,48.71679611595822
Iraq,Respiratory infections,2001,30.58994496171502
Bosnia and Herzegovina,Chronic respiratory diseases,2002,30.90885392495111
Belarus,Neoplasms,2000,213.0056325547052
Uzbekistan,Unintentional injuries,2002,28.927857008388653
Zambia,Digestive diseases,2001,45.791510193613504
Cameroon,Neoplasms,2002,46.70700863972009
Montenegro,Homicides & suicides,2001,24.88121297159782
Estonia,Cardiovascular diseases,2002,710.6168304915863
Netherlands,Digestive diseases,2002,39.46118530982529
Netherlands,Neurological disorders,2002,53.47740841768438
Liberia,STD,2000,71.65012040247605
Liberia,Respiratory infections,2000,165.64587518709942
Liberia,Enteric infections,2000,249.6663967527216
Liberia,Other infectious diseases,2000,110.63136596512362
Mali,Nutritional deficiencies,2000,94.5182943244238
Kenya,Respiratory infections,2000,112.17476856396888
Kenya,Enteric infections,2000,94.88424617896447
Madagascar,Nutritional deficiencies,2000,57.2710765964228
Paraguay,Homicides & suicides,2000,21.11193179642004
South Africa,Transport injuries,2000,55.56897265866009
South Africa,Unintentional injuries,2000,28.06331736006641
Democratic People's Republic of Korea,Cardiovascular diseases,2001,273.42842198924274
El Salvador,Respiratory infections,2001,38.90448527280802
Marshall Islands,Transport injuries,2000,21.44168394618552
Mali,Digestive diseases,2000,41.0992742593608
Dominican Republic,Cardiovascular diseases,2001,142.88652469595112
Gabon,Neoplasms,2001,78.8664256086003
Côte d'Ivoire,STD,1998,330.9686597353001
Côte d'Ivoire,Respiratory infections,1998,180.9441180869732
Côte d'Ivoire,Enteric infections,1998,105.96051345261624
Côte d'Ivoire,Other infectious diseases,1998,80.86873680955208
Côte d'Ivoire,Postpartum disorders,1998,165.8501545317988
Brazil,Chronic respiratory diseases,2002,32.06302999946381
Philippines,Digestive diseases,2001,25.450876980219544
Cambodia,Postpartum disorders,2002,63.44207004909695
Cambodia,Diabetes,2002,26.83827049500617
Sierra Leone,Other non-communicable diseases,1999,73.44068533893568
Monaco,Respiratory infections,2000,67.1344694878313
Marshall Islands,Diabetes,2000,56.13610520212382
Ecuador,Cardiovascular diseases,1999,94.05015401237516
South Sudan,Other non-communicable diseases,2000,36.73912275828066
South Sudan,STD,2000,63.38317006337011
South Sudan,Respiratory infections,2000,209.2129285419925
Mauritius,Chronic respiratory diseases,1999,36.41165673166683
Brazil,Transport injuries,2002,25.19307545272763
Saint Kitts and Nevis,Other non-communicable diseases,2001,20.691627499798354
Madagascar,Digestive diseases,2000,29.5702339511795
Nauru,Cardiovascular diseases,2002,269.7548414849594
Taiwan (Province of China),Neoplasms,2001,147.6238486047565
Tonga,Neoplasms,1999,109.37012296078112
Portugal,Neoplasms,2002,247.92342872766815
Viet Nam,Postpartum disorders,1996,27.53814248701726
Mauritania,Tropical diseases,2003,32.862936551832526
Costa Rica,Cardiovascular diseases,2001,112.77758544203618
Monaco,Neoplasms,2000,560.0075892976539
Slovenia,Digestive diseases,2000,64.04194294081731
Maldives,Postpartum disorders,2002,41.994130616162366
Malawi,Digestive diseases,2000,46.22647561799659
Israel,Neoplasms,2003,159.35583090775398
Mexico,Digestive diseases,2001,42.330521385060734
Morocco,Transport injuries,2003,34.662960370787616
Austria,Diabetes,2002,39.85029921713234
Republic of Moldova,Homicides & suicides,2002,30.601274340903533
San Marino,Chronic respiratory diseases,2001,23.43743318737502
Kenya,Tropical diseases,2003,47.81004279773385
Trinidad and Tobago,Digestive diseases,2000,27.956166129048142
Trinidad and Tobago,Neurological disorders,2000,22.153193740336587
American Samoa,Neoplasms,2001,74.99039804758561
Saint Lucia,Neoplasms,2003,114.96895128436746
Saint Lucia,Neurological disorders,2003,22.219120925498967
Cook Islands,Neoplasms,2003,118.12284629739644
Cook Islands,Neurological disorders,2003,21.035628936285143
Congo,Neoplasms,2002,56.80922969398029
Ethiopia,Cardiovascular diseases,2003,84.53073699781339
Guinea,Homicides & suicides,2001,20.43385068949964
Angola,Unintentional injuries,2000,33.5019443605855
Peru,Unintentional injuries,2002,28.671329031207826
Nepal,Unintentional injuries,2003,27.41657098529541
Belgium,Neoplasms,2002,283.1091103274567
Portugal,Neurological disorders,2002,42.09775833764259
Bahamas,STD,2002,71.15681156831532
Bahamas,Respiratory infections,2002,25.005893554393893
Maldives,Diabetes,2002,26.107669339191528
Papua New Guinea,STD,1999,29.177636762553718
Kyrgyzstan,Cardiovascular diseases,2003,372.1101419447545
South Sudan,Enteric infections,2000,99.67822856565462
South Sudan,Other infectious diseases,2000,114.34529372854055
South Sudan,Postpartum disorders,2000,136.0550773591981
South Sudan,Diabetes,2000,21.82243058644023
Luxembourg,Digestive diseases,2000,45.40032975028297
Luxembourg,Unintentional injuries,2000,24.15662290356205
Papua New Guinea,Chronic respiratory diseases,2000,78.8166729830105
Gambia,Neoplasms,1998,37.44541427446767
Zimbabwe,Digestive diseases,2000,28.714931187893196
Zimbabwe,Transport injuries,2000,21.142226918555966
Israel,Chronic respiratory diseases,2003,22.563896258390766
Samoa,Homicides & suicides,2002,20.170248272426715
Argentina,Cardiovascular diseases,2001,246.85226422568263
Belarus,Neurological disorders,2000,31.336574676665343
Lao People's Democratic Republic,Other non-communicable diseases,2002,41.05155103808831
Poland,Chronic respiratory diseases,2001,28.267128507785152
Central African Republic,Homicides & suicides,2002,27.254193198918976
Kenya,Neoplasms,1995,30.311499155457607
Sierra Leone,Nutritional deficiencies,2000,52.309996904872925
Kazakhstan,Respiratory infections,1996,67.8995444726442
Romania,Cardiovascular diseases,1996,725.4776731271486
Bahamas,Diabetes,2002,48.95332358577453
Ecuador,Postpartum disorders,2002,37.32732655381933
Ecuador,Diabetes,2002,49.55051826214643
San Marino,Digestive diseases,2001,33.51532368298656
Monaco,Digestive diseases,2002,50.35464382386967
Togo,Neoplasms,2002,38.71832714753361
El Salvador,Postpartum disorders,2001,23.918400580345157
El Salvador,Diabetes,2001,53.29091432233152
Kazakhstan,Diabetes,1996,21.11201690198218
Libya,Postpartum disorders,2003,21.00084556739321
Kiribati,Nutritional deficiencies,2003,21.268605492791043
Sao Tome and Principe,Neoplasms,2002,65.52169408068102
Taiwan (Province of China),Neurological disorders,2001,20.199442235315136
Romania,Respiratory infections,1996,50.76383132380556
Burundi,Respiratory infections,2001,240.9742583159438
Burundi,Enteric infections,2001,140.9789149881953
Burundi,Other infectious diseases,2001,93.93735549378836
Burundi,Postpartum disorders,2001,136.42020809692005
Comoros,Nutritional deficiencies,2001,22.52715495476099
Greece,Neoplasms,2001,267.3702359757007
Lao People's Democratic Republic,Transport injuries,2002,24.110124638887577
Slovenia,Neurological disorders,2000,42.95191958375042
Republic of Korea,Cardiovascular diseases,1996,157.21829322197163
Nicaragua,Cardiovascular diseases,2003,106.55233542945152
Nauru,Other non-communicable diseases,2002,25.620361125027905
Nauru,Respiratory infections,2002,85.56128166926645
Kyrgyzstan,Neoplasms,1996,83.02897493708983
Kyrgyzstan,Neurological disorders,1996,20.81880641666631
Madagascar,Tropical diseases,1995,47.78135221942352
Fiji,Chronic respiratory diseases,1996,53.16646652605676
Barbados,Neoplasms,2002,217.26892310032943
China,Chronic respiratory diseases,1996,107.66214111536532
Trinidad and Tobago,Homicides & suicides,2000,25.41131175191409
Ireland,Cardiovascular diseases,1996,359.57507523147103
Cyprus,Cardiovascular diseases,2002,284.34170213191464
Saint Lucia,Homicides & suicides,2003,24.17570209532485
Solomon Islands,Tropical diseases,2002,49.81153934649882
South Africa,STD,1995,97.89963837496828
South Africa,Respiratory infections,1995,112.9960599673051
South Africa,Enteric infections,1995,55.28665988540747
South Africa,Postpartum disorders,1995,53.09708303752877
South Africa,Diabetes,1995,42.43788608061684
Mozambique,Digestive diseases,2000,25.33954968502594
Mozambique,Unintentional injuries,2000,31.823839633157984
Kiribati,Digestive diseases,2003,50.34495453678496
Antigua and Barbuda,Neurological disorders,2002,26.992198851725178
Sierra Leone,Digestive diseases,2000,39.566731113178285
Kyrgyzstan,Homicides & suicides,1996,27.006320312270955
Poland,Transport injuries,2001,20.201544021787264
Benin,Digestive diseases,2002,35.31319414578428
Madagascar,Chronic respiratory diseases,1995,33.86072655416512
Greece,Neurological disorders,2001,42.38627419826624
China,Transport injuries,1996,20.64801833219426
China,Unintentional injuries,1996,26.814849832562786
Congo,Tropical diseases,2002,118.59700346640004
Congo,Cardiovascular diseases,2002,138.67100940865274
Tunisia,Cardiovascular diseases,2002,240.6974234703885
Portugal,Cardiovascular diseases,2002,382.7041812168333
Fiji,Unintentional injuries,1996,22.037921347159376
Mauritius,Diabetes,1999,71.93359473808893
Montenegro,Diabetes,2001,34.21681580732942
Nauru,Other non-communicable diseases,2000,25.09047822425382
Fiji,Chronic respiratory diseases,2003,50.72106572435528
South Africa,Neoplasms,2003,97.48285612615034
Bangladesh,Chronic respiratory diseases,2001,43.015892026959285
Niger,Diabetes,2000,20.22582737374898
Libya,Diabetes,2003,20.13699858018742
Chad,Nutritional deficiencies,2002,51.53098668633312
Lao People's Democratic Republic,Diabetes,2002,43.42972984128446
Kenya,Digestive diseases,2003,39.47254083517928
Brunei Darussalam,Diabetes,2001,40.07630613794435
Taiwan (Province of China),Homicides & suicides,2001,20.37594959516552
Rwanda,Other non-communicable diseases,2002,31.25572276187499
Mali,Other infectious diseases,2003,98.69705704465296
Mali,Postpartum disorders,2003,201.356510558231
Mali,Diabetes,2003,27.698653968837043
Canada,Respiratory infections,2003,20.21238995965293
Bolivia (Plurinational State of),Chronic respiratory diseases,2000,25.989478968771326
Poland,Unintentional injuries,2001,26.530869763989053
Central African Republic,Cardiovascular diseases,2000,139.7877702600845
Sierra Leone,Homicides & suicides,2000,33.68386985186188
Indonesia,Neoplasms,2002,64.58450479296536
Samoa,Respiratory infections,2002,40.56959295897596
Samoa,Diabetes,2002,83.07236744016282
Nicaragua,Digestive diseases,2003,26.854218474867523
Zimbabwe,Unintentional injuries,2000,22.208520104617016
China,Neoplasms,2003,151.8714683697037
Nauru,Postpartum disorders,2002,59.88798646654278
Nauru,Diabetes,2002,79.98552928501331
Egypt,Cardiovascular diseases,2002,263.6902936301533
Saint Lucia,Neoplasms,2000,109.26414076114126
Portugal,Chronic respiratory diseases,2002,53.91512416089671
Russian Federation,Cardiovascular diseases,2002,885.0056722004346
Monaco,Diabetes,2000,28.276960214389003
Jordan,Postpartum disorders,2001,35.378315118734086
Jordan,Diabetes,2001,36.05283035430365
Estonia,Substance use disorders,2002,29.19108027654549
Estonia,Diabetes,2002,21.124269408368203
Taiwan (Province of China),Cardiovascular diseases,2001,135.00170857087448
Slovenia,Homicides & suicides,2000,34.18742102608655
Saint Lucia,Diabetes,2003,80.36903580599164
Nauru,Respiratory infections,2000,84.02000114251962
Nauru,Postpartum disorders,2000,59.10430663571962
Nauru,Diabetes,2000,75.88035632448202
Panama,Respiratory infections,2000,21.15505544655462
Morocco,Neoplasms,2003,52.68432640731415
Mauritania,Transport injuries,2003,30.9596748394645
Estonia,Respiratory infections,2002,29.44960406925941
Slovakia,Diabetes,2000,26.58234112622985
Viet Nam,Digestive diseases,2001,28.424821879271917
Poland,Neoplasms,2001,253.9631127342381
Russian Federation,Chronic respiratory diseases,2002,37.64620628698045
Nauru,Digestive diseases,2000,30.33826701743188
Bermuda,STD,2001,21.326426039774844
Bermuda,Respiratory infections,2001,21.639090300945007
Greece,Cardiovascular diseases,2001,438.91241041309553
India,Postpartum disorders,2003,75.7506184509665
India,Diabetes,2003,26.476433714140263
Chad,Digestive diseases,2002,40.51983708672886
Serbia,Cardiovascular diseases,2003,687.1587496730411
Congo,Chronic respiratory diseases,2002,24.40261267845766
Argentina,Diabetes,2001,58.163942558378295
Solomon Islands,Cardiovascular diseases,2002,318.6547025738067
Peru,Neoplasms,2002,81.30623341737163
Mauritania,Neoplasms,2003,46.5767870467438
South Africa,Cardiovascular diseases,2003,169.26101252685623
Cook Islands,Transport injuries,2003,26.071766751148488
Cook Islands,Diabetes,2003,131.89367393203162
Lesotho,STD,2001,730.2359447507163
Lesotho,Respiratory infections,2001,214.63699272432336
Lesotho,Enteric infections,2001,117.15875923797584
Rwanda,Respiratory infections,2002,206.21436785622316
Rwanda,Enteric infections,2002,143.87491176528138
Rwanda,Other infectious diseases,2002,71.80668664242414
Rwanda,Postpartum disorders,2002,106.55696987992638
Rwanda,Diabetes,2002,24.73978495545584
Guinea-Bissau,Tropical diseases,2001,115.53989030067788
Guinea-Bissau,Cardiovascular diseases,2001,124.99593130261349
Bolivia (Plurinational State of),Digestive diseases,2000,47.66282657343768
Brunei Darussalam,Neoplasms,2001,72.33623272083905
Saint Vincent and the Grenadines,Digestive diseases,2003,25.191577202955266
Sierra Leone,STD,1999,40.819406327105085
Sierra Leone,Respiratory infections,1999,277.6532262531491
Sierra Leone,Enteric infections,1999,183.86700809524424
Sierra Leone,Other infectious diseases,1999,118.04328803780082
Sierra Leone,Postpartum disorders,1999,199.1818630637939
Slovenia,Neoplasms,2000,250.3456782323255
Djibouti,Neoplasms,2001,45.49356270757507
Turkey,Chronic respiratory diseases,2002,28.413183208408377
